txn_id,customer_id,merchant_id,amount,timestamp,channel,status,txn_hour,is_weekend,day_of_week,month,success_rate,failure_rate,avg_txn_amt
TXN381258,CUST0326,MERCH050,2610.92259,09-01-2024 10:03,UPI,FAILED,10,FALSE,Tuesday,1,0.64,0.208,2562.789398
TXN410068,CUST0496,MERCH032,1349.006423,13-02-2024 21:33,QR,FAILED,21,FALSE,Tuesday,2,0.64,0.208,2562.789398
TXN674544,CUST0196,MERCH042,2875.698018,24-01-2024 23:30,UPI,SUCCESS,23,FALSE,Wednesday,1,0.64,0.208,2562.789398
TXN799978,CUST0130,MERCH057,1899.36131,18-06-2024 07:46,UNKNOWN,PENDING,7,FALSE,Tuesday,6,0.64,0.208,2562.789398
TXN933712,CUST0118,MERCH051,0,17-01-2024 22:17,UPI,UNKNOWN,22,FALSE,Wednesday,1,0.64,0.208,2562.789398
TXN276734,CUST0344,MERCH047,1898.293388,04-03-2024 09:51,UPI,PENDING,9,FALSE,Monday,3,0.64,0.208,2562.789398
TXN389381,CUST0199,MERCH024,4352.278185,01-02-2024 05:23,CARD,SUCCESS,5,FALSE,Thursday,2,0.64,0.208,2562.789398
TXN151290,CUST0042,MERCH097,2841.479529,04-01-2024 14:34,WALLET,FAILED,14,FALSE,Thursday,1,0.64,0.208,2562.789398
TXN837310,CUST0018,MERCH099,10000,,UPI,SUCCESS,,FALSE,,,0.64,0.208,2562.789398
TXN684531,CUST0269,MERCH047,3322.544912,16-05-2024 20:43,WALLET,SUCCESS,20,FALSE,Thursday,5,0.64,0.208,2562.789398
TXN197412,CUST0392,MERCH080,1279.15635,17-03-2024 04:49,CARD,SUCCESS,4,TRUE,Sunday,3,0.64,0.208,2562.789398
TXN976936,CUST0383,MERCH063,2708.863595,29-05-2024 21:13,UPI,FAILED,21,FALSE,Wednesday,5,0.64,0.208,2562.789398
TXN852332,CUST0059,MERCH038,540.3298761,01-01-2024 11:29,UNKNOWN,FAILED,11,FALSE,Monday,1,0.64,0.208,2562.789398
TXN794424,CUST0468,MERCH059,1171.813951,,UNKNOWN,SUCCESS,,FALSE,,,0.64,0.208,2562.789398
TXN260460,CUST0480,MERCH087,2696.861236,20-02-2024 09:59,WALLET,SUCCESS,9,FALSE,Tuesday,2,0.64,0.208,2562.789398
TXN267268,CUST0288,MERCH012,3238.46658,13-02-2024 03:48,UPI,SUCCESS,3,FALSE,Tuesday,2,0.64,0.208,2562.789398
TXN165565,CUST0272,MERCH015,2671.368281,26-01-2024 15:16,WALLET,SUCCESS,15,FALSE,Friday,1,0.64,0.208,2562.789398
TXN879036,CUST0025,MERCH007,2384.351718,28-04-2024 00:20,UPI,SUCCESS,0,TRUE,Sunday,4,0.64,0.208,2562.789398
TXN512655,CUST0218,MERCH076,2198.896304,10-02-2024 00:16,UPI,SUCCESS,0,TRUE,Saturday,2,0.64,0.208,2562.789398
TXN937941,CUST0039,MERCH026,10000,13-02-2024 18:36,UPI,FAILED,18,FALSE,Tuesday,2,0.64,0.208,2562.789398
TXN706294,CUST0127,MERCH061,1780.155792,12-06-2024 01:47,UPI,SUCCESS,1,FALSE,Wednesday,6,0.64,0.208,2562.789398
TXN203807,CUST0140,MERCH019,2039.361229,23-02-2024 16:51,QR,SUCCESS,16,FALSE,Friday,2,0.64,0.208,2562.789398
TXN663053,CUST0077,MERCH061,3557.122226,01-03-2024 05:39,CARD,SUCCESS,5,FALSE,Friday,3,0.64,0.208,2562.789398
TXN592028,CUST0147,MERCH048,2843.61829,,CARD,SUCCESS,,FALSE,,,0.64,0.208,2562.789398
TXN356835,CUST0198,MERCH015,736.9598446,,UPI,FAILED,,FALSE,,,0.64,0.208,2562.789398
TXN261180,CUST0498,MERCH017,2841.479529,10-01-2024 00:26,UPI,FAILED,0,FALSE,Wednesday,1,0.64,0.208,2562.789398
TXN451567,CUST0185,MERCH036,2114.91772,27-04-2024 20:30,UPI,SUCCESS,20,TRUE,Saturday,4,0.64,0.208,2562.789398
TXN919228,CUST0129,MERCH099,1823.078,04-06-2024 00:47,UNKNOWN,SUCCESS,0,FALSE,Tuesday,6,0.64,0.208,2562.789398
TXN905423,CUST0481,MERCH018,3111.676289,08-06-2024 19:50,UPI,SUCCESS,19,TRUE,Saturday,6,0.64,0.208,2562.789398
TXN214949,CUST0149,MERCH029,3530.999522,16-04-2024 05:52,QR,FAILED,5,FALSE,Tuesday,4,0.64,0.208,2562.789398
TXN699138,CUST0474,MERCH014,3431.280119,07-01-2024 17:53,WALLET,SUCCESS,17,TRUE,Sunday,1,0.64,0.208,2562.789398
TXN685939,CUST0406,MERCH029,1660.782477,25-05-2024 05:23,UPI,FAILED,5,TRUE,Saturday,5,0.64,0.208,2562.789398
TXN776635,CUST0367,MERCH042,2190.787624,08-03-2024 11:12,CARD,PENDING,11,FALSE,Friday,3,0.64,0.208,2562.789398
TXN933685,CUST0149,MERCH093,2831.263431,24-04-2024 00:37,UPI,FAILED,0,FALSE,Wednesday,4,0.64,0.208,2562.789398
TXN883956,CUST0010,MERCH004,3475.545127,,QR,SUCCESS,,FALSE,,,0.64,0.208,2562.789398
TXN274419,CUST0145,MERCH070,2020.825762,26-01-2024 04:32,QR,SUCCESS,4,FALSE,Friday,1,0.64,0.208,2562.789398
TXN429576,CUST0481,MERCH062,2314.341023,21-04-2024 05:41,UPI,SUCCESS,5,TRUE,Sunday,4,0.64,0.208,2562.789398
TXN684384,CUST0052,MERCH041,1393.665026,13-04-2024 21:39,UPI,SUCCESS,21,TRUE,Saturday,4,0.64,0.208,2562.789398
TXN349815,CUST0132,MERCH048,1303.793376,22-05-2024 03:31,WALLET,SUCCESS,3,FALSE,Wednesday,5,0.64,0.208,2562.789398
TXN858322,CUST0362,MERCH031,3312.525822,22-05-2024 14:33,QR,SUCCESS,14,FALSE,Wednesday,5,0.64,0.208,2562.789398
TXN700092,CUST0320,MERCH030,3856.240029,03-03-2024 05:43,UPI,SUCCESS,5,TRUE,Sunday,3,0.64,0.208,2562.789398
TXN498035,CUST0055,MERCH038,2427.989878,19-02-2024 04:01,WALLET,SUCCESS,4,FALSE,Monday,2,0.64,0.208,2562.789398
TXN838007,CUST0094,MERCH063,3503.532898,24-06-2024 14:11,WALLET,SUCCESS,14,FALSE,Monday,6,0.64,0.208,2562.789398
TXN236775,CUST0280,MERCH001,2861.636025,15-03-2024 19:31,CARD,SUCCESS,19,FALSE,Friday,3,0.64,0.208,2562.789398
TXN991610,CUST0255,MERCH070,1854.880245,26-02-2024 18:47,UPI,SUCCESS,18,FALSE,Monday,2,0.64,0.208,2562.789398
TXN667208,CUST0184,MERCH100,2861.395606,12-05-2024 22:53,CARD,SUCCESS,22,TRUE,Sunday,5,0.64,0.208,2562.789398
TXN408923,CUST0319,MERCH009,4038.036566,03-04-2024 01:59,QR,SUCCESS,1,FALSE,Wednesday,4,0.64,0.208,2562.789398
TXN599664,CUST0174,MERCH069,2464.173961,24-01-2024 11:10,UPI,SUCCESS,11,FALSE,Wednesday,1,0.64,0.208,2562.789398
TXN887438,CUST0249,MERCH070,4064.643656,22-04-2024 05:16,UPI,FAILED,5,FALSE,Monday,4,0.64,0.208,2562.789398
TXN917244,CUST0336,MERCH046,0,27-02-2024 10:09,UNKNOWN,FAILED,10,FALSE,Tuesday,2,0.64,0.208,2562.789398
TXN579479,CUST0303,MERCH023,3321.902504,09-03-2024 21:51,UPI,PENDING,21,TRUE,Saturday,3,0.64,0.208,2562.789398
TXN663242,CUST0449,MERCH044,2587.047068,28-01-2024 08:29,QR,FAILED,8,TRUE,Sunday,1,0.64,0.208,2562.789398
TXN315919,CUST0392,MERCH037,2200.99265,06-06-2024 11:22,UPI,SUCCESS,11,FALSE,Thursday,6,0.64,0.208,2562.789398
TXN289626,CUST0488,MERCH075,2591.760777,30-01-2024 10:01,UPI,FAILED,10,FALSE,Tuesday,1,0.64,0.208,2562.789398
TXN280247,CUST0342,MERCH087,512.4310854,06-05-2024 23:51,QR,SUCCESS,23,FALSE,Monday,5,0.64,0.208,2562.789398
TXN440152,CUST0474,MERCH011,2280.328112,15-04-2024 21:22,UPI,SUCCESS,21,FALSE,Monday,4,0.64,0.208,2562.789398
TXN213938,CUST0110,MERCH064,2857.112572,27-06-2024 14:25,WALLET,FAILED,14,FALSE,Thursday,6,0.64,0.208,2562.789398
TXN410771,CUST0202,MERCH097,3977.894045,13-01-2024 01:58,UPI,SUCCESS,1,TRUE,Saturday,1,0.64,0.208,2562.789398
TXN835930,CUST0445,MERCH055,1981.729782,30-01-2024 02:07,WALLET,FAILED,2,FALSE,Tuesday,1,0.64,0.208,2562.789398
TXN228178,CUST0468,MERCH021,2841.479529,09-03-2024 18:00,UPI,PENDING,18,TRUE,Saturday,3,0.64,0.208,2562.789398
TXN989485,CUST0377,MERCH091,1998.242956,23-04-2024 13:37,UPI,PENDING,13,FALSE,Tuesday,4,0.64,0.208,2562.789398
TXN411700,CUST0083,MERCH057,3415.402118,29-03-2024 22:22,UNKNOWN,SUCCESS,22,FALSE,Friday,3,0.64,0.208,2562.789398
TXN838501,CUST0008,MERCH015,2828.75111,15-04-2024 02:31,UPI,SUCCESS,2,FALSE,Monday,4,0.64,0.208,2562.789398
TXN750069,CUST0350,MERCH065,1970.239796,,WALLET,SUCCESS,,FALSE,,,0.64,0.208,2562.789398
TXN489323,CUST0280,MERCH038,3013.267433,,UPI,SUCCESS,,FALSE,,,0.64,0.208,2562.789398
TXN376328,CUST0284,MERCH043,2597.077549,31-03-2024 03:24,CARD,SUCCESS,3,TRUE,Sunday,3,0.64,0.208,2562.789398
TXN777567,CUST0285,MERCH078,3468.644991,17-01-2024 01:57,UPI,FAILED,1,FALSE,Wednesday,1,0.64,0.208,2562.789398
TXN300100,CUST0049,MERCH041,1797.946906,28-05-2024 19:35,UNKNOWN,FAILED,19,FALSE,Tuesday,5,0.64,0.208,2562.789398
TXN432960,CUST0135,MERCH057,2172.337853,12-01-2024 15:07,UPI,FAILED,15,FALSE,Friday,1,0.64,0.208,2562.789398
TXN689876,CUST0111,MERCH095,2107.891847,11-01-2024 01:36,UPI,SUCCESS,1,FALSE,Thursday,1,0.64,0.208,2562.789398
TXN798264,CUST0061,MERCH024,1036.485052,31-01-2024 11:20,UPI,SUCCESS,11,FALSE,Wednesday,1,0.64,0.208,2562.789398
TXN930136,CUST0002,MERCH007,2796.120277,18-01-2024 06:01,UPI,SUCCESS,6,FALSE,Thursday,1,0.64,0.208,2562.789398
TXN375546,CUST0108,MERCH044,2761.055272,21-02-2024 23:03,WALLET,SUCCESS,23,FALSE,Wednesday,2,0.64,0.208,2562.789398
TXN911042,CUST0058,MERCH058,2505.113457,07-06-2024 15:15,UPI,PENDING,15,FALSE,Friday,6,0.64,0.208,2562.789398
TXN896348,CUST0294,MERCH008,2265.412867,,CARD,SUCCESS,,FALSE,,,0.64,0.208,2562.789398
TXN344138,CUST0254,MERCH017,1084.629258,29-02-2024 06:41,UPI,SUCCESS,6,FALSE,Thursday,2,0.64,0.208,2562.789398
TXN927195,CUST0339,MERCH021,2079.354677,23-06-2024 21:32,UPI,SUCCESS,21,TRUE,Sunday,6,0.64,0.208,2562.789398
TXN175082,CUST0432,MERCH011,2157.285483,18-04-2024 18:20,WALLET,FAILED,18,FALSE,Thursday,4,0.64,0.208,2562.789398
TXN291195,CUST0454,MERCH012,1697.722731,08-02-2024 06:09,CARD,FAILED,6,FALSE,Thursday,2,0.64,0.208,2562.789398
TXN591134,CUST0143,MERCH001,2338.714288,15-05-2024 10:53,UPI,SUCCESS,10,FALSE,Wednesday,5,0.64,0.208,2562.789398
TXN697631,CUST0131,MERCH086,2904.050857,21-06-2024 17:55,UPI,SUCCESS,17,FALSE,Friday,6,0.64,0.208,2562.789398
TXN778800,CUST0415,MERCH028,4386.185901,27-02-2024 04:03,UPI,SUCCESS,4,FALSE,Tuesday,2,0.64,0.208,2562.789398
TXN624603,CUST0324,MERCH014,2674.577813,29-01-2024 17:23,CARD,SUCCESS,17,FALSE,Monday,1,0.64,0.208,2562.789398
TXN386897,CUST0398,MERCH034,2757.550391,24-06-2024 21:33,WALLET,FAILED,21,FALSE,Monday,6,0.64,0.208,2562.789398
TXN640055,CUST0063,MERCH046,2425.554084,13-06-2024 16:49,UPI,FAILED,16,FALSE,Thursday,6,0.64,0.208,2562.789398
TXN598144,CUST0282,MERCH075,581.2287847,14-02-2024 11:17,CARD,SUCCESS,11,FALSE,Wednesday,2,0.64,0.208,2562.789398
TXN598195,CUST0123,MERCH074,2473.486125,,CARD,SUCCESS,,FALSE,,,0.64,0.208,2562.789398
TXN950376,CUST0300,MERCH088,2560.23021,16-04-2024 19:57,WALLET,UNKNOWN,19,FALSE,Tuesday,4,0.64,0.208,2562.789398
TXN647870,CUST0391,MERCH049,4963.242112,30-03-2024 01:58,QR,SUCCESS,1,TRUE,Saturday,3,0.64,0.208,2562.789398
TXN379248,CUST0424,MERCH010,2307.639035,22-01-2024 06:04,UPI,FAILED,6,FALSE,Monday,1,0.64,0.208,2562.789398
TXN791133,CUST0408,MERCH087,2801.547342,07-02-2024 10:39,UPI,SUCCESS,10,FALSE,Wednesday,2,0.64,0.208,2562.789398
TXN147245,CUST0178,MERCH054,2465.28823,,UPI,SUCCESS,,FALSE,,,0.64,0.208,2562.789398
TXN225979,CUST0013,MERCH004,1331.321962,13-06-2024 11:09,UPI,SUCCESS,11,FALSE,Thursday,6,0.64,0.208,2562.789398
TXN105399,CUST0054,MERCH045,3642.822815,,WALLET,SUCCESS,,FALSE,,,0.64,0.208,2562.789398
TXN390347,CUST0307,MERCH076,3251.933033,14-04-2024 06:30,QR,UNKNOWN,6,TRUE,Sunday,4,0.64,0.208,2562.789398
TXN928356,CUST0120,MERCH080,2841.479529,24-02-2024 13:24,UPI,SUCCESS,13,TRUE,Saturday,2,0.64,0.208,2562.789398
TXN347201,CUST0336,MERCH094,1590.612545,09-02-2024 22:10,UPI,SUCCESS,22,FALSE,Friday,2,0.64,0.208,2562.789398
TXN282847,CUST0472,MERCH030,3902.794311,17-03-2024 02:18,UPI,SUCCESS,2,TRUE,Sunday,3,0.64,0.208,2562.789398
TXN308145,CUST0487,MERCH026,1098.148937,16-01-2024 08:57,QR,SUCCESS,8,FALSE,Tuesday,1,0.64,0.208,2562.789398
TXN360384,CUST0100,MERCH100,3086.857094,08-02-2024 11:19,UPI,SUCCESS,11,FALSE,Thursday,2,0.64,0.208,2562.789398
TXN972207,CUST0011,MERCH095,4690.455626,10-04-2024 14:21,WALLET,SUCCESS,14,FALSE,Wednesday,4,0.64,0.208,2562.789398
TXN970279,CUST0091,MERCH075,1509.463675,07-04-2024 06:56,UPI,FAILED,6,TRUE,Sunday,4,0.64,0.208,2562.789398
TXN385437,CUST0007,MERCH044,1933.70227,09-06-2024 01:32,UPI,SUCCESS,1,TRUE,Sunday,6,0.64,0.208,2562.789398
TXN210923,CUST0468,MERCH007,2599.651365,01-04-2024 07:25,UNKNOWN,SUCCESS,7,FALSE,Monday,4,0.64,0.208,2562.789398
TXN526539,CUST0209,MERCH058,1996.524346,09-05-2024 03:09,UNKNOWN,SUCCESS,3,FALSE,Thursday,5,0.64,0.208,2562.789398
TXN633640,CUST0154,MERCH052,949.3365689,28-04-2024 21:46,UPI,SUCCESS,21,TRUE,Sunday,4,0.64,0.208,2562.789398
TXN812653,CUST0441,MERCH095,2568.562975,09-05-2024 05:31,UNKNOWN,UNKNOWN,5,FALSE,Thursday,5,0.64,0.208,2562.789398
TXN790382,CUST0487,MERCH044,1437.696286,16-06-2024 03:44,WALLET,SUCCESS,3,TRUE,Sunday,6,0.64,0.208,2562.789398
TXN533758,CUST0342,MERCH035,2973.592431,25-01-2024 11:45,QR,PENDING,11,FALSE,Thursday,1,0.64,0.208,2562.789398
TXN803193,CUST0441,MERCH044,1580.575766,17-03-2024 01:54,UPI,FAILED,1,TRUE,Sunday,3,0.64,0.208,2562.789398
TXN383060,CUST0448,MERCH043,4049.934405,23-05-2024 07:36,WALLET,PENDING,7,FALSE,Thursday,5,0.64,0.208,2562.789398
TXN204969,CUST0180,MERCH057,1716.746708,20-02-2024 03:37,UPI,UNKNOWN,3,FALSE,Tuesday,2,0.64,0.208,2562.789398
TXN661469,CUST0448,MERCH040,2177.938484,23-01-2024 02:10,WALLET,SUCCESS,2,FALSE,Tuesday,1,0.64,0.208,2562.789398
TXN221778,CUST0047,MERCH055,3313.517217,25-01-2024 19:58,UPI,UNKNOWN,19,FALSE,Thursday,1,0.64,0.208,2562.789398
TXN452454,CUST0350,MERCH010,1269.135684,13-04-2024 14:13,UPI,SUCCESS,14,TRUE,Saturday,4,0.64,0.208,2562.789398
TXN240829,CUST0265,MERCH022,2727.459935,14-05-2024 20:21,UPI,SUCCESS,20,FALSE,Tuesday,5,0.64,0.208,2562.789398
TXN920858,CUST0427,MERCH063,3807.142754,12-06-2024 11:30,CARD,SUCCESS,11,FALSE,Wednesday,6,0.64,0.208,2562.789398
TXN465614,CUST0469,MERCH016,892.5167654,16-03-2024 03:28,UPI,SUCCESS,3,TRUE,Saturday,3,0.64,0.208,2562.789398
TXN251887,CUST0276,MERCH004,2684.633859,12-01-2024 10:05,WALLET,SUCCESS,10,FALSE,Friday,1,0.64,0.208,2562.789398
TXN710503,CUST0459,MERCH061,2759.882794,,UNKNOWN,SUCCESS,,FALSE,,,0.64,0.208,2562.789398
TXN969343,CUST0091,MERCH072,3281.822872,26-03-2024 21:33,UPI,SUCCESS,21,FALSE,Tuesday,3,0.64,0.208,2562.789398
TXN157300,CUST0236,MERCH044,1263.049289,14-02-2024 01:23,WALLET,FAILED,1,FALSE,Wednesday,2,0.64,0.208,2562.789398
TXN966188,CUST0215,MERCH030,1179.543387,19-05-2024 00:11,UPI,PENDING,0,TRUE,Sunday,5,0.64,0.208,2562.789398
TXN685534,CUST0484,MERCH062,3021.941566,03-03-2024 06:24,QR,SUCCESS,6,TRUE,Sunday,3,0.64,0.208,2562.789398
TXN475571,CUST0475,MERCH083,2796.984673,14-03-2024 01:00,UPI,SUCCESS,1,FALSE,Thursday,3,0.64,0.208,2562.789398
TXN761515,CUST0249,MERCH046,2750.49285,10-01-2024 10:58,WALLET,SUCCESS,10,FALSE,Wednesday,1,0.64,0.208,2562.789398
TXN879624,CUST0049,MERCH070,2846.448209,03-06-2024 13:34,CARD,SUCCESS,13,FALSE,Monday,6,0.64,0.208,2562.789398
TXN124601,CUST0238,MERCH057,2841.479529,04-02-2024 01:13,QR,SUCCESS,1,TRUE,Sunday,2,0.64,0.208,2562.789398
TXN796820,CUST0453,MERCH074,2732.253697,01-05-2024 04:49,WALLET,SUCCESS,4,FALSE,Wednesday,5,0.64,0.208,2562.789398
TXN660558,CUST0453,MERCH046,2793.072473,01-04-2024 17:42,UPI,SUCCESS,17,FALSE,Monday,4,0.64,0.208,2562.789398
TXN693038,CUST0187,MERCH015,1785.648582,26-01-2024 21:55,WALLET,UNKNOWN,21,FALSE,Friday,1,0.64,0.208,2562.789398
TXN730931,CUST0176,MERCH027,4365.774511,,QR,SUCCESS,,FALSE,,,0.64,0.208,2562.789398
TXN801564,CUST0394,MERCH025,2973.832921,18-06-2024 08:23,WALLET,SUCCESS,8,FALSE,Tuesday,6,0.64,0.208,2562.789398
TXN825349,CUST0304,MERCH021,1308.696503,24-03-2024 22:34,UPI,SUCCESS,22,TRUE,Sunday,3,0.64,0.208,2562.789398
TXN956430,CUST0212,MERCH006,3156.553609,25-01-2024 06:02,QR,SUCCESS,6,FALSE,Thursday,1,0.64,0.208,2562.789398
TXN720067,CUST0062,MERCH029,1525.31833,03-05-2024 14:42,WALLET,SUCCESS,14,FALSE,Friday,5,0.64,0.208,2562.789398
TXN765971,CUST0138,MERCH095,3287.084604,14-01-2024 04:07,WALLET,FAILED,4,TRUE,Sunday,1,0.64,0.208,2562.789398
TXN467743,CUST0131,MERCH071,3658.595579,17-01-2024 14:49,UPI,SUCCESS,14,FALSE,Wednesday,1,0.64,0.208,2562.789398
TXN210447,CUST0429,MERCH064,1679.317682,19-04-2024 08:38,WALLET,SUCCESS,8,FALSE,Friday,4,0.64,0.208,2562.789398
TXN749431,CUST0284,MERCH039,3463.376129,20-01-2024 05:05,UPI,UNKNOWN,5,TRUE,Saturday,1,0.64,0.208,2562.789398
TXN276071,CUST0009,MERCH041,2912.780927,26-05-2024 07:00,WALLET,PENDING,7,TRUE,Sunday,5,0.64,0.208,2562.789398
TXN314172,CUST0398,MERCH077,2841.479529,25-02-2024 03:18,UPI,FAILED,3,TRUE,Sunday,2,0.64,0.208,2562.789398
TXN438423,CUST0331,MERCH047,4396.792983,27-03-2024 13:07,WALLET,SUCCESS,13,FALSE,Wednesday,3,0.64,0.208,2562.789398
TXN189682,CUST0247,MERCH046,2254.611884,05-01-2024 05:21,UNKNOWN,FAILED,5,FALSE,Friday,1,0.64,0.208,2562.789398
TXN424850,CUST0322,MERCH043,1746.263836,01-03-2024 19:37,UPI,SUCCESS,19,FALSE,Friday,3,0.64,0.208,2562.789398
TXN299848,CUST0288,MERCH026,1610.48557,09-04-2024 09:49,UNKNOWN,SUCCESS,9,FALSE,Tuesday,4,0.64,0.208,2562.789398
TXN965213,CUST0042,MERCH087,1684.189715,26-06-2024 13:09,UPI,SUCCESS,13,FALSE,Wednesday,6,0.64,0.208,2562.789398
TXN195687,CUST0197,MERCH065,2422.898291,23-04-2024 00:07,QR,SUCCESS,0,FALSE,Tuesday,4,0.64,0.208,2562.789398
TXN468304,CUST0500,MERCH054,2841.479529,08-06-2024 18:09,CARD,SUCCESS,18,TRUE,Saturday,6,0.64,0.208,2562.789398
TXN679139,CUST0377,MERCH083,2776.690799,10-06-2024 08:54,WALLET,SUCCESS,8,FALSE,Monday,6,0.64,0.208,2562.789398
TXN382659,CUST0358,MERCH095,3327.183249,26-01-2024 13:26,CARD,UNKNOWN,13,FALSE,Friday,1,0.64,0.208,2562.789398
TXN156127,CUST0337,MERCH018,2513.001892,24-05-2024 07:30,QR,SUCCESS,7,FALSE,Friday,5,0.64,0.208,2562.789398
TXN618117,CUST0102,MERCH054,3953.534077,26-02-2024 07:23,UPI,FAILED,7,FALSE,Monday,2,0.64,0.208,2562.789398
TXN673251,CUST0125,MERCH075,2235.343167,24-03-2024 03:27,UPI,SUCCESS,3,TRUE,Sunday,3,0.64,0.208,2562.789398
TXN656867,CUST0045,MERCH086,5220.169167,16-02-2024 03:27,WALLET,PENDING,3,FALSE,Friday,2,0.64,0.208,2562.789398
TXN201614,CUST0273,MERCH065,3125.667348,01-02-2024 04:17,CARD,SUCCESS,4,FALSE,Thursday,2,0.64,0.208,2562.789398
TXN977283,CUST0472,MERCH093,1642.842444,31-03-2024 15:26,CARD,FAILED,15,TRUE,Sunday,3,0.64,0.208,2562.789398
TXN300190,CUST0097,MERCH037,1429.107502,26-06-2024 15:10,CARD,SUCCESS,15,FALSE,Wednesday,6,0.64,0.208,2562.789398
TXN167814,CUST0031,MERCH063,2982.472415,31-05-2024 03:39,UPI,FAILED,3,FALSE,Friday,5,0.64,0.208,2562.789398
TXN849746,CUST0163,MERCH098,2276.537215,07-02-2024 05:36,CARD,SUCCESS,5,FALSE,Wednesday,2,0.64,0.208,2562.789398
TXN553121,CUST0279,MERCH035,3214.000494,06-02-2024 00:52,UPI,PENDING,0,FALSE,Tuesday,2,0.64,0.208,2562.789398
TXN619009,CUST0490,MERCH091,2973.237625,14-01-2024 11:10,WALLET,SUCCESS,11,TRUE,Sunday,1,0.64,0.208,2562.789398
TXN742991,CUST0150,MERCH069,2427.171087,06-01-2024 13:48,UPI,SUCCESS,13,TRUE,Saturday,1,0.64,0.208,2562.789398
TXN885720,CUST0097,MERCH068,1653.206282,05-03-2024 05:43,UPI,SUCCESS,5,FALSE,Tuesday,3,0.64,0.208,2562.789398
TXN479084,CUST0381,MERCH090,985.1527753,17-01-2024 10:17,UPI,UNKNOWN,10,FALSE,Wednesday,1,0.64,0.208,2562.789398
TXN899934,CUST0473,MERCH096,2053.485048,13-05-2024 15:34,UPI,SUCCESS,15,FALSE,Monday,5,0.64,0.208,2562.789398
